PR,exported_sha,commit_time,latency
10091,78822c6d1c1170be5387fd457444c6c7a969160c,2018-03-19T15:48:27+00:00,32.86666666666667
10093,e76547af4cb2b8b979b2b309f04c897cb6f74f79,2018-03-19T16:15:40+00:00,25.933333333333334
10096,024df98cb4319d467ac54ae5ca40f13413e0f2bf,2018-03-20T12:24:55+00:00,13.916666666666666
10101,5e1a7bf4a307bfe47dbb19773d58c6f5985fc9c5,2018-03-21T22:10:20+00:00,29.95
10102,90b4c9ef795954ca806efc890701deb8d212f546,2018-03-20T00:33:21+00:00,65.7
10104,03594010f2c5ab22f4408198222e1bb615a439d4,2018-03-22T05:45:27+00:00,36.5
10105,d6a1bb289078df1ec13460a83d589e0afcede44a,2018-03-21T23:10:01+00:00,30.866666666666667
10106,979a7404b634defac35233dc5c396f50b065a6bd,2018-03-22T09:48:45+00:00,17.766666666666666
10107,1c4a06aee9492d3e4e2483e7204439a7e732be96,2018-03-22T03:47:50+00:00,22.45
10109,1bb872609e1d1a7b4d992b58dea4d2727f3bc93a,2018-03-21T19:36:22+00:00,27.533333333333335
10111,c790e5d1f9a37cdd519b17c39b46313c8162ecdf,2018-03-22T07:16:29+00:00,29.316666666666666
10115,b3f07f124135e81072377bd9da56d19a4976c3df,2018-03-21T18:46:21+00:00,26.316666666666666
10117,474e9bf390e7e4262a32c13665cecc05d641ff2f,2018-03-23T17:45:26+00:00,46.71666666666667
10118,e7470c4060fc8387b2e195a062cb65385b9f5f76,2018-03-23T14:57:53+00:00,32.483333333333334
10121,2274191769bd36f891c693d12d47f218f2c1fe11,2018-03-22T01:46:01+00:00,22.05
10122,24b49b78dfa4840e8c09363c93e7482a2311710d,2018-03-21T13:32:56+00:00,20.383333333333333
10130,c4dfbae6d308b4f0a7140e71db3c7f6db01bdc3a,2018-04-06T14:01:02+00:00,32.766666666666666
10132,80a959a1273c3f91bed6c9a1696312456f6a5b07,2018-03-22T20:27:00+00:00,22.333333333333332
10134,9f1f519177bf9ddbabc3d569477f08cc98695959,2018-03-26T15:48:59+00:00,14.066666666666666
10136,e31dee7905044357fb78137a8ce301dcbc9e167b,2018-03-27T21:02:58+00:00,29.166666666666668
10138,ec61cb7c755b12c7c7e40f55f0f0f0626d13d10e,2018-03-29T00:54:21+00:00,24.916666666666668
10139,80ffb027f5ce6de5e7494cceb7e00298e67d7b65,2018-03-26T09:20:12+00:00,17.55
10141,e14c9f41fada84c7162a659e0194d5150ff7d293,2018-03-23T11:26:59+00:00,14.883333333333333
10142,234ec636cba7bfc944bdc297da3fca2dd0dcc46b,2018-03-28T15:37:03+00:00,21.366666666666667
10146,91be5c7c64cfd8f87dd8e98e749c2f32ab4b7bd6,2018-03-23T14:50:52+00:00,21.233333333333334
10150,aeecb4f32ece14a8a294e4f9b80a5bb2278091c9,2018-03-27T03:50:23+00:00,18.983333333333334
10152,077ec79cc252b625b2bfbfaf3b1fd1fdebce12fa,2018-03-26T01:41:10+00:00,29.75
10154,6520f685d3ec41fcd4bafec8fd7b3038920d5186,2018-03-26T09:59:00+00:00,20.066666666666666
10157,f7201f02306421e01a54e684ca4ac99b019fbed3,2018-03-27T00:15:35+00:00,15.533333333333333
10158,d220313ce951356a9b612217533f5d036ccf93a1,2018-03-27T11:54:26+00:00,21.25
10161,5aba54d93514567262df30d0dbba0cee712f6da5,2018-03-27T04:55:48+00:00,19.366666666666667
10163,5f614471ab4ad066c6f829000cc878461795bd2a,2018-03-23T22:04:26+00:00,33.11666666666667
10171,aebffa30d259f1a0252818d2425c1fbf2fb13cd8,2018-04-05T13:25:01+00:00,22.1
10173,9fa2684557b49c27f72c7fc97c5ee0904c9d21d6,2018-03-27T03:10:15+00:00,20.216666666666665
10174,cc32ee1f3375cbf3828f45992c6753f4166f4a19,2018-03-28T11:54:58+00:00,23.016666666666666
10182,fd94f87e0ba9c78540e989888ae6f32e4546d184,2018-03-27T18:17:30+00:00,36.25
10189,5a294a06418f93a84fa10d9eb55722424258b870,2018-03-28T01:34:01+00:00,24.15
10190,34d368d5f0543aa9bca5fceecd24835e796ce259,2018-03-27T05:27:00+00:00,36.483333333333334
10191,9236bee6a8ccb4e25e5e287629249a339e15925a,2018-03-27T09:03:33+00:00,1661.8333333333333
10193,44cc16cdbb7589055303042d621336578b818d95,2018-03-28T01:35:05+00:00,31.333333333333332
10194,ad7d8f49d5a7bfc93b168da450d4c60dc7aa725d,2018-04-02T06:07:19+00:00,457.68333333333334
10196,2f4e48e1dfa48bfd2cc1a8326a6052481f9ec02e,2018-03-27T22:52:24+00:00,24.133333333333333
10198,303956b6ed95cd655ac1d11f18d8d8730cffeed1,2018-04-13T11:09:20+00:00,36621.13333333333
10199,e355a2a9cde0b850090f700e18649070dd599785,2018-03-28T04:15:04+00:00,1013.6666666666666
10200,2ca250d409adfa73a666daabd3ba19b94d6443a7,2018-04-09T22:02:18+00:00,958.5166666666667
10202,a0c4bd61d08a09b87faedcc95c63fba8e567b097,2018-04-04T10:43:58+00:00,151.15
10205,9e73984e15227ce8ac26b94927a87d7b54cdf202,2018-03-28T23:01:17+00:00,789.15
10207,dacc410bdf7fe3062a9c0c00d68a8cb0b8e30efa,2018-03-28T06:38:47+00:00,28.666666666666668
10210,ce6b14983e7d886ed4deb207319a8451dd765d68,2018-04-05T12:18:47+00:00,30.116666666666667
10211,90f878780cce9c4b0475fcea14d91b8f510cce11,2018-06-15T15:51:49+00:00,20.316666666666666
10213,5523c9ba06249994af48938a75e260288733049b,2018-04-02T19:51:48+00:00,21.683333333333334
10219,81f83a5b7cb321a3c23c2678b804e5e568b45dbd,2018-03-29T13:14:34+00:00,32.6
10223,42624492cd5e80855f1dd3a5a8146b258def2c2a,2018-03-28T19:48:22+00:00,91.66666666666667
10224,6a337f19713e049cd42969b0c909c59aff4146cd,2018-03-29T05:16:26+00:00,412.53333333333336
10227,7ec0e4e0b0815da8f4965d003b25480b988d43a3,2018-04-03T10:38:25+00:00,24.883333333333333
10228,70d0ebbd7ac5740c95a6e982d48fa7a4bfec85a5,2018-04-05T06:24:07+00:00,19.4
10229,a8f7af3cb00fbabd40d5a407b5528b2d5658436b,2018-04-05T02:45:33+00:00,215.08333333333334
10235,536a7046e9fbbe6dd1b3acf8a0a6064c15b4bcc7,2018-03-29T08:03:37+00:00,17.516666666666666
10241,8c7af6e26e4a8ccacc06181293f804e9633e1117,2018-04-04T15:57:07+00:00,51.45
10242,d04a1e5256a9fdd78f40cbdb73355408614e14f3,2018-03-29T16:27:57+00:00,362.75
10243,e28b9a9799f3d90a1f2b8553daf62d537b3b14e6,2018-03-29T18:27:15+00:00,50.71666666666667
10244,f35f5ac0200b571f390a0dbe06b413463e0b904f,2018-04-02T22:48:39+00:00,38.45
10247,ac7139070a15296cc490158eb9dee7d23f2165a4,2018-04-04T19:07:27+00:00,224.63333333333333
10251,d55ac7f492e90babfed8eac534eeadaa5be4f640,2018-04-02T08:34:28+00:00,24.716666666666665
10252,1c1627f7a35299d6aa99413a348586508d9a34f3,2018-04-05T07:47:08+00:00,22.95
10254,5427032a207bd3ccafaa0ee1477c78404c304f3e,2018-04-02T23:35:33+00:00,23.483333333333334
10255,c8aad83588ae55e262082c3d7135a94af59f2f0a,2018-04-05T20:34:31+00:00,31.4
10256,0891f61da2a1da09fb8622dae3cc4f4dddf92f59,2018-03-30T19:44:19+00:00,33.65
10257,ae73061ca682993f3214791ea26c6ebdd3a13c77,2018-04-04T17:54:14+00:00,66.5
10264,8e692a41dc7ea371fb7efa687b2469d1b420a444,2018-04-02T16:55:41+00:00,18.066666666666666
10265,bb9fd1a8249db7ca306513e8d8baf41d3e770674,2018-04-02T03:27:45+00:00,22.266666666666666
10268,dd3590f2e3c79406c29a2b53ad796e854a2ae3a5,2018-04-03T22:15:45+00:00,49.65
10270,aa8304925672de76f13fcd46d49f305d98e636b6,2018-04-03T03:00:01+00:00,19.1
10277,77dce2d64b6142e168be8dbce94301a2cc827bf9,2018-04-06T15:41:31+00:00,47.96666666666667
10278,de05c7c58226803675ba8b98638f328aa22ebc56,2018-04-03T17:17:16+00:00,41.5
10281,81d741b16775f616385e0f4b65fcf94d6beaeae1,2018-04-04T19:31:59+00:00,219.88333333333333
10283,4f8cac3b9ce17615c0f60c167c2efa9b46193f17,2018-04-05T17:25:11+00:00,21.2
10284,eab927806b4972e97a731112356317eb6b2bdeef,2018-04-06T12:16:13+00:00,16.366666666666667
10287,e5234059fc404a45df9811d537aa20cbad241ad0,2018-04-12T11:54:26+00:00,33.45
10292,898306dfe0e7e1fef362a35c0b10a9c3df16a86f,2018-04-05T21:36:39+00:00,45.233333333333334
10293,f60afee825072a17d61ed9fa73a094761a386bbc,2018-04-05T21:36:23+00:00,33.43333333333333
10295,7a0d5e18cc6cfc6d4c96f94c170d37ada75d16dc,2018-05-24T22:55:09+00:00,5726.95
10298,f53a1546fe51f3f81badcbc71ddb291a01140287,2018-04-06T16:54:11+00:00,23.916666666666668
10299,db520aaa77f964ff6d0954f2352d060b3d8c96bd,2018-04-06T06:37:00+00:00,175.31666666666666
10300,ca7556b5cb9929f57500b3ebd5564fd41a0022ae,2018-04-06T07:37:36+00:00,23.516666666666666
10301,8c02236d3bb6e8547a534ccb4232a0031ae54b98,2018-04-09T02:04:19+00:00,14.383333333333333
10303,b3f3f16b97556e01dea0a748fddea87e9b471923,2018-04-04T15:09:55+00:00,35.81666666666667
10304,1c091b202047a6c391e6640c391d575d83398801,2018-04-05T06:46:20+00:00,16.8
10319,af7a2420bcbc263a594d3fca05c979bde2be045f,2018-04-05T20:30:54+00:00,163.68333333333334
10320,1f976f747362c3f11b7e0e4ac93df6dfafa3818c,2018-04-06T17:39:27+00:00,18.566666666666666
10325,6b65abd7fa82b44258dd602846c49043c3b805a2,2018-04-05T07:07:38+00:00,30.966666666666665
10331,461fb19f477ed38a2c81b8e0dd31064d5839c61d,2018-04-10T12:52:51+00:00,24.116666666666667
10339,87e204e0aaf7445afbd0d50af6849d857517ae70,2018-04-06T14:46:02+00:00,29.766666666666666
10340,481c8679fc2c338abc1a54c45a98c8d4831d8107,2018-04-09T08:30:29+00:00,49.266666666666666
10342,15d774ed7528de0846c95efb2273b5e5b8744ab9,2018-04-06T09:14:10+00:00,28.65
10349,44c6f177ffcf5868f56cacb138f1393b5648fa82,2018-04-06T19:38:04+00:00,19.416666666666668
10352,c02f84adbad26c6af8794e4913bd5eb9459db730,2018-04-09T19:12:30+00:00,15.65
10362,31fb7739d89be292fe243224940e9d177900dbd2,2018-04-10T10:07:33+00:00,209.01666666666668
10363,30d0ca8cfee48b732982b5ad08713b71d570ea48,2018-04-11T05:41:47+00:00,22.383333333333333
10364,c18d9dc6f02c298c663d89bd32a087a09f33d015,2018-04-10T08:37:42+00:00,298.1166666666667
10365,e4cfafa91fefbc4eeec0ec24aed0c4fa606c153f,2018-04-10T13:17:36+00:00,34.81666666666667
10366,11c9826ad684a7e2d72f3cd2e6b1028ad837ec02,2018-07-03T08:47:40+00:00,23.066666666666666
10369,74e189d8d0717c2ce65a891e3fdc1a477c93c00c,2018-05-07T19:07:35+00:00,43.5
10371,1205957dbfdd0ac1fbd9b7003e2dd4bed74c7531,2018-04-12T06:58:20+00:00,23.683333333333334
10372,f0380c6839342d45cc04fb5c1422830cf1716156,2018-04-11T10:05:41+00:00,31.483333333333334
10373,1b6be7ab87c42772e8356b3d5b676ea08fc6169f,2018-04-11T06:15:43+00:00,23.633333333333333
10374,8d2045c2dcc6e89ba3aaa7c70d0662a06d1191e1,2018-04-11T05:59:40+00:00,31.816666666666666
10375,1ec14375b4f590798bbfb087e1b89e693687a619,2018-04-11T05:49:07+00:00,33.3
10379,774147f892bb972fd5b4cf743760fc02575fc9bd,2018-05-13T12:22:54+00:00,483.15
10384,6b335696ddcf6980440759a57400c34db42a1a05,2018-04-10T10:47:54+00:00,18.683333333333334
10385,2bb4e186c78c41fd262f1ed691d86618a3ad708e,2018-04-10T22:14:49+00:00,23.6
10386,dbce3eff536c45d9032a605e0c5f2d6c452e37ad,2018-04-18T21:55:36+00:00,37.25
10390,47f17dae89a0a407d5deee2499032ffe897acaac,2018-04-12T11:46:12+00:00,1458.05
10391,b59d3ceef1e1e145be1de3483aa65061542595cd,2018-04-13T06:06:30+00:00,46.25
10394,03f68472983dc3802dc4e40958ebd16a7e51ee84,2018-04-13T05:07:27+00:00,25.716666666666665
10395,f4b08ee3d87eaee323d5571d89046d4baee5a8d4,2018-04-12T07:05:00+00:00,26.2
10399,0ade0386aa4168b48234bc7f33d30a62140b95ea,2018-04-13T16:39:13+00:00,24.283333333333335
10400,1a958084bf28aa49666a2c7f7f596d3a216ec3bd,2018-04-11T01:38:14+00:00,23.216666666666665
10405,5d969dd6c09fe37e89de502e16983274fa39567c,2018-04-11T02:23:07+00:00,16.9
10411,dbc5d3bb104037cbec6beed69fccdb97e962044f,2018-04-12T12:02:18+00:00,34.53333333333333
10434,d2538d5cd7ba3548e51612fe5d661e4c07841cc6,2018-04-12T19:33:19+00:00,48.35
10440,d9efd4223a15ca5db6e840d65538bcba93e8cb84,2018-04-13T04:22:25+00:00,39.6
10447,65a1361623957de8a5ec62ed44ffda141266c12b,2018-04-12T16:01:03+00:00,50.53333333333333
10448,e170e1ef805737d323beab7c0356795d397e9f58,2018-04-19T17:46:33+00:00,20.533333333333335
10454,86738ed0dece9f590ed93e7e0a58259bfa0c019c,2018-04-13T18:02:47+00:00,22.633333333333333
10456,7c3d1d13f940e88ef6706fd8b5c257a81d340ed9,2018-04-13T15:06:53+00:00,33.916666666666664
10458,84f1aaa8e300f56b37d84827443954696f12f4b7,2018-04-13T10:48:23+00:00,23.5
10459,da1cbcd12efb165b5664388a59bd94774bd9c5f1,2018-04-25T09:48:42+00:00,16.933333333333334
10463,c3895d83d3b75b2258e3070ec1f1e79fb74c7bb4,2018-04-13T16:49:20+00:00,41.3
10464,c249e29de3f6a5e87da8ef2ca6d68c3e1240db12,2018-04-13T19:42:19+00:00,27.133333333333333
10465,1d1b59635874df002380287f9e404ca4c3d284fa,2018-04-14T15:23:06+00:00,24.166666666666668
10467,07a131898bfa3810ba928189472f45d4c1784a0e,2018-04-13T23:02:18+00:00,29.15
10469,959f90b7745c52fd4b89873660baa10be996659c,2018-04-15T10:47:33+00:00,42.733333333333334
10474,d65176dd732b75aa98260798276930ebcf9523b8,2018-04-19T19:50:33+00:00,22.75
10477,9c091e70ea87966467d96cc1f9444b175a76c8a9,2018-04-26T17:59:00+00:00,31.3
10482,58a812ee3d9dc3c439647819d43a906c170ea29c,2018-04-20T13:51:58+00:00,24.75
10483,8ac00d0744f66886dcd0dec7e6f89993d303c4bf,2018-04-17T04:43:57+00:00,21.533333333333335
10490,59636b605b8e4b382a58a4bd8827a3a06d1df42d,2018-04-24T02:26:20+00:00,29.183333333333334
10492,52399752c4ae1a648fc8b5dd40e3bea41e39e19b,2018-04-25T15:20:27+00:00,24.866666666666667
10495,95d79fb633b6342ff8ed61cefe377f37e839cca2,2018-05-08T01:51:04+00:00,28.65
10496,4cd5d7e5e643eda440dcb991c533ddd412a24758,2018-04-17T03:00:22+00:00,21.283333333333335
10497,afb472c0d27ced2ac2a9a4e57d135ca57d310ae3,2018-04-18T01:17:50+00:00,12145.933333333332
10502,3afa6045ecc3baf120c4436238807c063e5bf7a5,2018-04-20T10:03:46+00:00,36.4
10504,2e1d92fb44d6b6fb12a32db59190b47a9766658c,2018-04-17T19:58:26+00:00,24.316666666666666
10514,b7e5a17a2914972c30aa0197a2cef4353c16a04f,2018-04-19T11:20:50+00:00,23.5
10523,fa1a40ae240b768f36d3a98ae028f4a35acc01e1,2018-04-20T12:14:00+00:00,19.0
10528,ab2e4e76bf074c4741372363cf9cd49c65587558,2018-04-23T13:44:47+00:00,36.63333333333333
10532,3592d7628266a8219824d203d3bcbff6f8665c83,2018-05-03T23:11:17+00:00,21.05
10537,04a79336f09692707d9983abfa18f39126cb1a63,2018-05-09T14:55:35+00:00,102.81666666666666
10541,3de0072d43bd56c5e0424c1a9850758b778018b3,2018-04-20T18:34:12+00:00,18.466666666666665
10545,41c3ad1029634d3ba669c75d2bb8742aa4931230,2018-05-03T16:16:39+00:00,21.233333333333334
10553,dabbfaf85eca64fa2134bb4b1008cf7e55f2453b,2018-05-07T14:42:52+00:00,28.816666666666666
10554,ca0aa2927a17d6ac4d82a4d7e9e3aff37d2a658d,2018-05-04T18:24:49+00:00,1487.9833333333333
10564,321de9f63aec521e548eb27da6b7026730ff8a3c,2018-04-23T11:40:01+00:00,31.1
10568,ab18be089fb2906d84bb3069e0dab4d2e713269e,2018-04-23T03:49:37+00:00,18.316666666666666
10569,7ee071fc361982e8c134910929ae437861929c26,2018-04-23T05:18:31+00:00,16.133333333333333
10582,7c4754570ec5e6a2b4b2d3ea79625ec347c3c100,2018-04-23T15:46:26+00:00,20.7
10586,3f388f1c518e5d3d1fac91a9a31203b165625c48,2018-04-23T18:49:24+00:00,18.566666666666666
10589,6c75fd3d1679f09efb95ea486cb26f3d13431b92,2018-04-24T18:20:06+00:00,23.616666666666667
10604,9290aab7c649832deb53cfce0d2a5e45438cc789,2018-05-07T21:18:47+00:00,51.7
10607,52308ad80706727459885730039fdf64a35392a7,2018-04-25T13:58:15+00:00,1291.05
10609,63cd4dfaaf44489cb6614d27de3bc08e4056c57b,2018-04-24T18:50:01+00:00,22.15
10618,5f7b4c115a571f47ebe484ae1382d95fc5418018,2018-04-27T20:20:59+00:00,20.45
10626,b89f94e2f89a6b22ecb81e0ebd7b907220e311bf,2018-04-25T12:32:53+00:00,26.2
10643,ea8327ffc204b3b4bcce210e28c2bdbf1a2bc709,2018-04-26T15:07:26+00:00,29.316666666666666
10651,0dba09954ece0dd1d37224e76f3cd62ad99185fe,2018-04-30T13:17:59+00:00,29.683333333333334
10657,b57757a125afa56b0bc6373f8d58b4e4c62f0f83,2018-04-27T09:01:23+00:00,31.833333333333332
10662,d4cd98662717564e74d45e9f67ac6a55cb77a62f,2018-04-30T18:50:22+00:00,21.6
10663,c63b1ab1c371924f6007b7d01244f8ad92d2c4d5,2018-04-26T23:49:24+00:00,26.383333333333333
10669,1cc9cb769dcf8459c12636b58d058311722b0221,2018-04-27T06:08:54+00:00,18.066666666666666
10670,596e6b3281a8cc2c4b646553e4cde169a29a1d1d,2018-05-25T04:26:02+00:00,20.45
10685,a0156dffdc995901d3b4af803c16228e80879737,2018-04-27T21:14:10+00:00,27.783333333333335
10690,195b614b7bf891be26a9f297e6688a4381a880da,2018-04-27T18:51:15+00:00,138.58333333333334
10698,d66a9feea5d8fe6c1320ad62006cca97c355e0f0,2018-04-30T22:33:09+00:00,48.56666666666667
10713,7dea9b2cbd59a1110af713efb748239352f0437d,2018-04-30T19:08:38+00:00,2568.8
10714,bf802aa687ff50a9f4017376cf92da49915f6f8b,2018-04-30T19:49:26+00:00,48.05
10718,d7e9702df54d7b686878eefaf1ec60647d425987,2018-05-07T17:31:53+00:00,29.233333333333334
10719,e33b9c4baaa9f4a6477a6cb788d3f78aea9f7a63,2018-04-30T20:29:50+00:00,28.533333333333335
10720,d37235b2278e4419558bcdffe6351be748e1d398,2018-04-30T21:37:48+00:00,40.6
10725,dea199ac47740232cca514cf999b9d3a00a063b6,2018-05-02T05:33:42+00:00,27.2
10727,9041a0fef0e6730cc61b0c0b0a2db57a23878fe9,2018-05-01T00:24:29+00:00,34.03333333333333
10737,da4961dd262f4e7c6b3778e31bb4c2cd05644220,2018-05-01T16:29:41+00:00,242.6
10738,43158542c308c88e4dded8fdcae2c63a50ad4f41,2018-05-01T19:25:15+00:00,48.35
10744,409a796173c0c75f56b6ea33075191baa252565e,2018-05-04T02:42:08+00:00,30.116666666666667
10745,01b42e2bc2aac531b17596729ae4e5c223ae7124,2018-05-02T18:28:15+00:00,26.433333333333334
10753,3402ee5a0246b60fb567a27433df5fbb7ba78b48,2018-05-02T16:17:56+00:00,19.333333333333332
10776,3481ccc2018c16fb4ed13104fa834121e4e8cfa9,2018-05-08T07:09:16+00:00,36.78333333333333
10791,8a2c87fe16f3a18504c98c48250765a608b82e87,2018-05-02T17:23:21+00:00,32.36666666666667
10809,e5304693ec6db6a850d3f298ffdf9784ffec4324,2018-05-03T06:06:02+00:00,18.066666666666666
10810,87f271283cfb054062dd24bd1e5fc4f768fca91b,2018-05-07T16:52:36+00:00,20.916666666666668
10812,d5553be841bed1ca2667cf74ba61ada7966cffda,2018-05-03T18:32:58+00:00,18.566666666666666
10813,1129d0d679e25123091792887b463ac9c2606297,2018-05-11T16:54:49+00:00,22.1
10827,1f227e06d175a741e8a5f23107c345965692b231,2018-07-19T21:59:35+00:00,342.01666666666665
10829,05c9ce486e9caa268942aa254d4bf3ef1137e0a1,2018-05-03T21:31:37+00:00,22.383333333333333
10830,6295da937647815d594e3ba1f59dbae99457e40c,2018-06-27T20:34:40+00:00,128.53333333333333
10833,c73ae935d43b69827a0dd34055ffc24538bf2a29,2018-05-04T01:30:27+00:00,20.483333333333334
10835,729baf4b29b9d9a2d7e4417617b61ee1c53162cd,2018-05-09T19:30:49+00:00,32.166666666666664
10840,d78c1e54e74aa1947a2cfc3caa33e441cec5f53d,2018-05-28T09:36:44+00:00,3054.1666666666665
10841,72aef1a4cea800fff0d5375c284c6d071cf3d46c,2018-05-07T15:46:52+00:00,24.2
10851,dbdb8b30695e8beed6ad8880cda97ae6ff451d6f,2018-05-08T21:10:42+00:00,32.6
10852,9180e0b3bbf521a8d7f68ec263fc3dcc06c34192,2018-05-08T21:23:32+00:00,57.833333333333336
10857,325b492fe733ba4c8b2128069a0a232fea1789e3,2018-06-04T19:29:17+00:00,32.43333333333333
10858,0ed6098e00804f14107f170e2611807d5fc2c5b6,2018-05-05T20:14:35+00:00,40.083333333333336
10864,cfa684720709c0804d65805a1bd1790b695e1ebd,2018-05-07T17:18:00+00:00,34.166666666666664
10866,7cba16c4aa025ea044d57a5eaceb4d012e13fb93,2018-05-07T21:19:00+00:00,31.283333333333335
10874,a0c4f3f076b13aa37f16bb9b825d63ed3be0f224,2018-05-07T19:47:51+00:00,33.833333333333336
10880,ebd882cf95df2b1a3376eefba28a410c9e76c41f,2018-05-09T00:04:02+00:00,23.3
10883,8d1dda318f73e9293d572e08b8773cf137ee7014,2018-05-08T02:03:11+00:00,28.383333333333333
10884,ae6a05c5388e96c3e430d385c38e53e8bd61760d,2018-05-08T06:47:32+00:00,39.166666666666664
10885,1f468ca9093f275ac78b444b4f48c3e887678819,2018-05-08T08:38:53+00:00,24.616666666666667
10886,7712d138374a92c4d2f3b05cdc86d1a7a523702b,2018-05-08T10:55:08+00:00,46.35
10893,3055ddf805d4bd4923d9702a698a8556a91874f9,2018-05-08T14:43:46+00:00,32.96666666666667
10897,fccb7864a3ea35c4d23aaef42783f22637108cfa,2018-05-09T19:41:28+00:00,32.233333333333334
10905,a1bc65506b9e1d6bb3961edbd1b7538f36729887,2018-05-08T21:28:02+00:00,67.93333333333334
10910,d0578d4aac2f59bb9041e8ccc3c5637bb17c3b78,2018-05-10T19:50:08+00:00,23.866666666666667
10939,62e388ac4d084b73649d99df72e651559be44077,2018-05-10T17:37:08+00:00,20.133333333333333
10942,7f60dea1095de7e81fedbd660e8f3e119dc6ce2e,2018-05-30T16:07:16+00:00,24.166666666666668
10943,2c792e62c984f1effa9067c18e8653dd22e9f6fb,2018-05-10T06:37:56+00:00,22.916666666666668
10946,7184272ae9d627d338b89a5bdd3a1e496123a190,2018-05-15T13:17:43+00:00,24.15
10951,10e91c4ab4e3342407cf9b607475d8161038ad98,2018-05-10T20:41:47+00:00,42.96666666666667
10958,d5270f6e22964848928f2f6a6d2263d012186e24,2018-06-04T22:40:02+00:00,20.366666666666667
10959,c34e85b44e49c00ed2d8f702519cad98196ceac3,2018-06-22T18:21:43+00:00,21.583333333333332
10966,706fe3641a3f41a14a1bd401d58054f9803106ef,2018-06-22T21:17:14+00:00,22.133333333333333
10970,707b821eadc0940b40043f2c5afc9f4df98491f8,2018-05-29T08:42:19+00:00,23.283333333333335
10979,bc834db47871842b7961247dff3cce0dd9b358dd,2018-05-14T11:17:21+00:00,18.233333333333334
10994,e68f203bf01cb0e78d6a68ed45e3c21834633cd1,2018-05-16T17:47:27+00:00,39.38333333333333
10996,0740ece4aad8c20ea91a9f13207c43af40c043eb,2018-05-17T20:43:07+00:00,18.883333333333333
10997,bd3afeb02abdef655457ada0c1f87b58cb06f805,2018-05-16T09:39:20+00:00,15.966666666666667
11001,583d4851014f69958dc4c4960b5fbe6202bc4a8c,2018-05-15T21:37:20+00:00,23.066666666666666
11002,f534543c867d6bfdb328761f43d72361ed3d0272,2018-05-15T08:00:10+00:00,17.683333333333334
11003,197a3b25666c262be7dff17eeb2d959dd6dc8b84,2018-05-16T00:55:22+00:00,25.083333333333332
11014,02a5799e0e02d7e7274d78833f897c81ae2cc434,2018-05-17T02:44:59+00:00,26.65
11018,36ffbe7850c1b2495d4ba62ae1d3872f4788db8e,2018-05-18T20:56:35+00:00,22.55
11019,eb416fb7b43cf37b0657b9f12e2a4dfc65c9d515,2018-05-23T00:25:43+00:00,23.666666666666668
11020,c1f91311a28508c744db10dd4428f3eec0f6c712,2018-05-21T04:47:26+00:00,17.266666666666666
