Month,50th percentile,90th percentile,Average,PRs,% meeting SLA (720 mins)
2017-07,754.26666666666665,2829.5499999999965,1298.3900497512443,67,0.4925373134328358
2017-08,870.02500000000009,3049.0583333333329,1258.2231570512827,208,0.43269230769230771
2017-09,467.88333333333333,1150.55,598.81343804537494,191,0.68586387434554974
2017-10,741.66666666666663,2072.8666666666668,1172.6683264177036,241,0.44813278008298757
2017-11,826.0,1976.6433333333337,1156.0358604091462,277,0.2851985559566787
2017-12,324.17500000000001,1293.1816666666678,677.08840579710125,92,0.83695652173913049
2018-01,627.48333333333335,2802.3699999999999,1081.7328571428577,245,0.51428571428571423
2018-02,521.83333333333326,6789.5566666666664,2496.5147959183673,98,0.54081632653061229
