PR,run_sha,run_time,latency
6585,b0c75cd885,2017-08-21T01:00:18.762916Z,46622.87938193334
6583,b0c75cd885,2017-08-21T01:00:18.762916Z,46605.7960486
6468,b0c75cd885,2017-08-21T01:00:18.762916Z,46579.6460486
6511,b0c75cd885,2017-08-21T01:00:18.762916Z,46569.979381933335
6513,b0c75cd885,2017-08-21T01:00:18.762916Z,46562.51271526667
6547,b0c75cd885,2017-08-21T01:00:18.762916Z,46532.27938193334
6581,b0c75cd885,2017-08-21T01:00:18.762916Z,46371.77938193334
6591,b0c75cd885,2017-08-21T01:00:18.762916Z,45185.26271526667
6542,b0c75cd885,2017-08-21T01:00:18.762916Z,45035.8960486
6473,b0c75cd885,2017-08-21T01:00:18.762916Z,44900.36271526667
6593,b0c75cd885,2017-08-21T01:00:18.762916Z,44865.12938193334
6474,b0c75cd885,2017-08-21T01:00:18.762916Z,44860.5460486
6560,b0c75cd885,2017-08-21T01:00:18.762916Z,44716.479381933335
6597,b0c75cd885,2017-08-21T01:00:18.762916Z,43429.87938193334
6461,b0c75cd885,2017-08-21T01:00:18.762916Z,39411.17938193333
6568,b0c75cd885,2017-08-21T01:00:18.762916Z,39321.42938193333
6609,b0c75cd885,2017-08-21T01:00:18.762916Z,39102.462715266665
6608,b0c75cd885,2017-08-21T01:00:18.762916Z,39099.41271526667
6607,b0c75cd885,2017-08-21T01:00:18.762916Z,38019.212715266665
6582,b0c75cd885,2017-08-21T01:00:18.762916Z,37689.36271526667
6623,b0c75cd885,2017-08-21T01:00:18.762916Z,37475.01271526667
6575,b0c75cd885,2017-08-21T01:00:18.762916Z,37318.51271526667
6613,b0c75cd885,2017-08-21T01:00:18.762916Z,37143.229381933335
6626,b0c75cd885,2017-08-21T01:00:18.762916Z,36912.9460486
6616,b0c75cd885,2017-08-21T01:00:18.762916Z,36575.06271526667
6590,b0c75cd885,2017-08-21T01:00:18.762916Z,36550.26271526667
6628,b0c75cd885,2017-08-21T01:00:18.762916Z,36535.91271526667
6622,b0c75cd885,2017-08-21T01:00:18.762916Z,36516.42938193333
6599,b0c75cd885,2017-08-21T01:00:18.762916Z,36456.9960486
6630,b0c75cd885,2017-08-21T01:00:18.762916Z,36363.979381933335
6629,b0c75cd885,2017-08-21T01:00:18.762916Z,36317.579381933334
6539,b0c75cd885,2017-08-21T01:00:18.762916Z,36292.3960486
6589,b0c75cd885,2017-08-21T01:00:18.762916Z,36246.829381933334
6472,b0c75cd885,2017-08-21T01:00:18.762916Z,35969.12938193334
6603,b0c75cd885,2017-08-21T01:00:18.762916Z,35414.096048600004
6587,b0c75cd885,2017-08-21T01:00:18.762916Z,35197.91271526667
6579,b0c75cd885,2017-08-21T01:00:18.762916Z,35185.462715266665
6521,b0c75cd885,2017-08-21T01:00:18.762916Z,35136.02938193334
6452,b0c75cd885,2017-08-21T01:00:18.762916Z,35105.62938193334
6631,b0c75cd885,2017-08-21T01:00:18.762916Z,35062.346048600004
6640,b0c75cd885,2017-08-21T01:00:18.762916Z,34986.1460486
6638,b0c75cd885,2017-08-21T01:00:18.762916Z,34965.4460486
6643,b0c75cd885,2017-08-21T01:00:18.762916Z,34868.9960486
6632,b0c75cd885,2017-08-21T01:00:18.762916Z,34764.079381933334
6600,b0c75cd885,2017-08-21T01:00:18.762916Z,34579.4460486
6644,b0c75cd885,2017-08-21T01:00:18.762916Z,34372.66271526667
6635,b0c75cd885,2017-08-21T01:00:18.762916Z,34344.06271526667
6588,b0c75cd885,2017-08-21T01:00:18.762916Z,34246.81271526667
6650,b0c75cd885,2017-08-21T01:00:18.762916Z,34130.1960486
6637,b0c75cd885,2017-08-21T01:00:18.762916Z,33051.87938193334
6636,b0c75cd885,2017-08-21T01:00:18.762916Z,29602.446048600003
6658,b0c75cd885,2017-08-21T01:00:18.762916Z,29553.5460486
6595,b0c75cd885,2017-08-21T01:00:18.762916Z,29511.179381933336
6464,b0c75cd885,2017-08-21T01:00:18.762916Z,29254.679381933336
6656,b0c75cd885,2017-08-21T01:00:18.762916Z,29239.362715266667
6664,b0c75cd885,2017-08-21T01:00:18.762916Z,28954.862715266667
6487,b0c75cd885,2017-08-21T01:00:18.762916Z,28872.029381933335
6592,b0c75cd885,2017-08-21T01:00:18.762916Z,28772.7960486
6625,b0c75cd885,2017-08-21T01:00:18.762916Z,28664.71271526667
6661,b0c75cd885,2017-08-21T01:00:18.762916Z,28351.129381933333
6648,b0c75cd885,2017-08-21T01:00:18.762916Z,28277.229381933335
6665,b0c75cd885,2017-08-21T01:00:18.762916Z,28245.646048600003
6671,b0c75cd885,2017-08-21T01:00:18.762916Z,28214.029381933335
6663,b0c75cd885,2017-08-21T01:00:18.762916Z,28134.179381933336
6627,b0c75cd885,2017-08-21T01:00:18.762916Z,28103.7960486
6675,b0c75cd885,2017-08-21T01:00:18.762916Z,28062.8460486
6651,b0c75cd885,2017-08-21T01:00:18.762916Z,28048.96271526667
6672,b0c75cd885,2017-08-21T01:00:18.762916Z,28001.829381933334
6678,b0c75cd885,2017-08-21T01:00:18.762916Z,27820.029381933335
6667,b0c75cd885,2017-08-21T01:00:18.762916Z,27789.929381933336
6576,b0c75cd885,2017-08-21T01:00:18.762916Z,27573.379381933333
6653,b0c75cd885,2017-08-21T01:00:18.762916Z,27387.529381933335
6490,b0c75cd885,2017-08-21T01:00:18.762916Z,27341.76271526667
6646,b0c75cd885,2017-08-21T01:00:18.762916Z,27037.312715266668
6685,b0c75cd885,2017-08-21T01:00:18.762916Z,26767.9960486
6688,b0c75cd885,2017-08-21T01:00:18.762916Z,26687.96271526667
6689,b0c75cd885,2017-08-21T01:00:18.762916Z,26687.729381933335
6690,b0c75cd885,2017-08-21T01:00:18.762916Z,26687.46271526667
6691,b0c75cd885,2017-08-21T01:00:18.762916Z,26687.229381933335
6692,b0c75cd885,2017-08-21T01:00:18.762916Z,26686.9960486
6693,b0c75cd885,2017-08-21T01:00:18.762916Z,26686.76271526667
6694,b0c75cd885,2017-08-21T01:00:18.762916Z,26686.51271526667
6695,b0c75cd885,2017-08-21T01:00:18.762916Z,26686.279381933335
6696,b0c75cd885,2017-08-21T01:00:18.762916Z,26685.562715266668
6697,b0c75cd885,2017-08-21T01:00:18.762916Z,26685.329381933334
6698,b0c75cd885,2017-08-21T01:00:18.762916Z,26685.062715266668
6699,b0c75cd885,2017-08-21T01:00:18.762916Z,26684.629381933333
6700,b0c75cd885,2017-08-21T01:00:18.762916Z,26684.396048600003
6701,b0c75cd885,2017-08-21T01:00:18.762916Z,26684.146048600003
6702,b0c75cd885,2017-08-21T01:00:18.762916Z,26683.5960486
6703,b0c75cd885,2017-08-21T01:00:18.762916Z,26683.362715266667
6704,b0c75cd885,2017-08-21T01:00:18.762916Z,26683.112715266667
6705,b0c75cd885,2017-08-21T01:00:18.762916Z,26682.562715266668
6706,b0c75cd885,2017-08-21T01:00:18.762916Z,26682.329381933334
6707,b0c75cd885,2017-08-21T01:00:18.762916Z,26682.0960486
6708,b0c75cd885,2017-08-21T01:00:18.762916Z,26681.629381933333
6709,b0c75cd885,2017-08-21T01:00:18.762916Z,26681.396048600003
6710,b0c75cd885,2017-08-21T01:00:18.762916Z,26681.146048600003
6711,b0c75cd885,2017-08-21T01:00:18.762916Z,26680.579381933334
6712,b0c75cd885,2017-08-21T01:00:18.762916Z,26680.362715266667
6713,b0c75cd885,2017-08-21T01:00:18.762916Z,26680.079381933334
6714,b0c75cd885,2017-08-21T01:00:18.762916Z,26679.646048600003
6715,b0c75cd885,2017-08-21T01:00:18.762916Z,26679.396048600003
6716,b0c75cd885,2017-08-21T01:00:18.762916Z,26679.129381933333
6717,b0c75cd885,2017-08-21T01:00:18.762916Z,26678.5460486
6718,b0c75cd885,2017-08-21T01:00:18.762916Z,26678.312715266668
6505,b0c75cd885,2017-08-21T01:00:18.762916Z,26655.91271526667
6617,b0c75cd885,2017-08-21T01:00:18.762916Z,26650.96271526667
6720,b0c75cd885,2017-08-21T01:00:18.762916Z,26542.3460486
6676,b0c75cd885,2017-08-21T01:00:18.762916Z,26497.379381933333
6721,b0c75cd885,2017-08-21T01:00:18.762916Z,26472.01271526667
6484,b0c75cd885,2017-08-21T01:00:18.762916Z,26340.3460486
6681,b0c75cd885,2017-08-21T01:00:18.762916Z,25801.112715266667
6727,b0c75cd885,2017-08-21T01:00:18.762916Z,25509.0460486
6729,b0c75cd885,2017-08-21T01:00:18.762916Z,25314.362715266667
6687,b0c75cd885,2017-08-21T01:00:18.762916Z,25289.579381933334
6682,b0c75cd885,2017-08-21T01:00:18.762916Z,25273.0960486
6725,b0c75cd885,2017-08-21T01:00:18.762916Z,25171.196048600003
6728,b0c75cd885,2017-08-21T01:00:18.762916Z,25131.979381933335
6724,b0c75cd885,2017-08-21T01:00:18.762916Z,25047.479381933335
6722,b0c75cd885,2017-08-21T01:00:18.762916Z,25038.21271526667
6649,b0c75cd885,2017-08-21T01:00:18.762916Z,24923.76271526667
6744,b0c75cd885,2017-08-21T01:00:18.762916Z,24709.696048600003
6748,b0c75cd885,2017-08-21T01:00:18.762916Z,24542.2460486
6572,b0c75cd885,2017-08-21T01:00:18.762916Z,24291.979381933335
6642,b0c75cd885,2017-08-21T01:00:18.762916Z,23996.8460486
6735,b0c75cd885,2017-08-21T01:00:18.762916Z,23966.829381933334
6749,b0c75cd885,2017-08-21T01:00:18.762916Z,23963.812715266668
6657,b0c75cd885,2017-08-21T01:00:18.762916Z,23926.612715266667
6677,b0c75cd885,2017-08-21T01:00:18.762916Z,23848.312715266668
6686,b0c75cd885,2017-08-21T01:00:18.762916Z,23784.7460486
6751,b0c75cd885,2017-08-21T01:00:18.762916Z,23755.646048600003
6747,b0c75cd885,2017-08-21T01:00:18.762916Z,23735.529381933335
6731,b0c75cd885,2017-08-21T01:00:18.762916Z,23593.4960486
6758,b0c75cd885,2017-08-21T01:00:18.762916Z,23535.21271526667
6726,b0c75cd885,2017-08-21T01:00:18.762916Z,23118.229381933335
6761,b0c75cd885,2017-08-21T01:00:18.762916Z,22924.696048600003
6753,b0c75cd885,2017-08-21T01:00:18.762916Z,20500.696048600003
6670,b0c75cd885,2017-08-21T01:00:18.762916Z,19992.629381933333
6766,b0c75cd885,2017-08-21T01:00:18.762916Z,19760.7460486
6768,b0c75cd885,2017-08-21T01:00:18.762916Z,19493.696048600003
6764,b0c75cd885,2017-08-21T01:00:18.762916Z,19482.062715266668
6771,b0c75cd885,2017-08-21T01:00:18.762916Z,19449.062715266668
6738,b0c75cd885,2017-08-21T01:00:18.762916Z,19327.646048600003
6752,b0c75cd885,2017-08-21T01:00:18.762916Z,19296.079381933334
6757,b0c75cd885,2017-08-21T01:00:18.762916Z,19260.229381933335
6674,b0c75cd885,2017-08-21T01:00:18.762916Z,19252.0960486
6762,b0c75cd885,2017-08-21T01:00:18.762916Z,18175.9960486
6743,b0c75cd885,2017-08-21T01:00:18.762916Z,18001.9960486
6773,b0c75cd885,2017-08-21T01:00:18.762916Z,18000.979381933335
6780,b0c75cd885,2017-08-21T01:00:18.762916Z,16744.72938193333
6782,b0c75cd885,2017-08-21T01:00:18.762916Z,16704.679381933332
6763,b0c75cd885,2017-08-21T01:00:18.762916Z,16662.879381933333
6765,b0c75cd885,2017-08-21T01:00:18.762916Z,16631.0960486
6791,b0c75cd885,2017-08-21T01:00:18.762916Z,16515.862715266667
6719,b0c75cd885,2017-08-21T01:00:18.762916Z,16504.5460486
6606,b0c75cd885,2017-08-21T01:00:18.762916Z,16330.696048599999
6793,b0c75cd885,2017-08-21T01:00:18.762916Z,16149.3960486
6767,b0c75cd885,2017-08-21T01:00:18.762916Z,15832.6460486
6787,b0c75cd885,2017-08-21T01:00:18.762916Z,15553.862715266667
6619,b0c75cd885,2017-08-21T01:00:18.762916Z,15501.079381933332
6798,b0c75cd885,2017-08-21T01:00:18.762916Z,15404.629381933333
6799,b0c75cd885,2017-08-21T01:00:18.762916Z,15179.1460486
6796,b0c75cd885,2017-08-21T01:00:18.762916Z,15057.562715266666
6803,b0c75cd885,2017-08-21T01:00:18.762916Z,14968.6460486
6807,b0c75cd885,2017-08-21T01:00:18.762916Z,14913.329381933332
6809,b0c75cd885,2017-08-21T01:00:18.762916Z,14768.362715266667
6770,b0c75cd885,2017-08-21T01:00:18.762916Z,14602.379381933333
6598,b0c75cd885,2017-08-21T01:00:18.762916Z,14440.1460486
6624,b0c75cd885,2017-08-21T01:00:18.762916Z,14387.9960486
6814,b0c75cd885,2017-08-21T01:00:18.762916Z,14345.7960486
6790,b0c75cd885,2017-08-21T01:00:18.762916Z,14213.612715266667
6819,b0c75cd885,2017-08-21T01:00:18.762916Z,13991.279381933333
6823,b0c75cd885,2017-08-21T01:00:18.762916Z,13846.7960486
6822,b0c75cd885,2017-08-21T01:00:18.762916Z,13846.679381933332
6824,b0c75cd885,2017-08-21T01:00:18.762916Z,13846.579381933332
6825,b0c75cd885,2017-08-21T01:00:18.762916Z,13846.362715266667
6826,b0c75cd885,2017-08-21T01:00:18.762916Z,13846.0960486
6827,b0c75cd885,2017-08-21T01:00:18.762916Z,13845.879381933333
6828,b0c75cd885,2017-08-21T01:00:18.762916Z,13845.429381933332
6829,b0c75cd885,2017-08-21T01:00:18.762916Z,13844.4960486
6830,b0c75cd885,2017-08-21T01:00:18.762916Z,13844.279381933333
6831,b0c75cd885,2017-08-21T01:00:18.762916Z,13843.412715266666
6832,b0c75cd885,2017-08-21T01:00:18.762916Z,13843.0960486
6833,b0c75cd885,2017-08-21T01:00:18.762916Z,13842.512715266666
6834,b0c75cd885,2017-08-21T01:00:18.762916Z,13842.2960486
6835,b0c75cd885,2017-08-21T01:00:18.762916Z,13841.379381933333
6836,b0c75cd885,2017-08-21T01:00:18.762916Z,13841.0960486
6837,b0c75cd885,2017-08-21T01:00:18.762916Z,13840.4960486
6838,b0c75cd885,2017-08-21T01:00:18.762916Z,13840.229381933334
6839,b0c75cd885,2017-08-21T01:00:18.762916Z,13839.462715266667
6840,b0c75cd885,2017-08-21T01:00:18.762916Z,13839.212715266667
6841,b0c75cd885,2017-08-21T01:00:18.762916Z,13838.512715266666
6842,b0c75cd885,2017-08-21T01:00:18.762916Z,13838.279381933333
6843,b0c75cd885,2017-08-21T01:00:18.762916Z,13837.446048599999
6844,b0c75cd885,2017-08-21T01:00:18.762916Z,13837.212715266667
6845,b0c75cd885,2017-08-21T01:00:18.762916Z,13750.629381933333
6846,b0c75cd885,2017-08-21T01:00:18.762916Z,13713.7960486
6847,b0c75cd885,2017-08-21T01:00:18.762916Z,13703.679381933332
6848,b0c75cd885,2017-08-21T01:00:18.762916Z,13695.329381933332
6797,b0c75cd885,2017-08-21T01:00:18.762916Z,13136.879381933333
6853,b0c75cd885,2017-08-21T01:00:18.762916Z,13100.762715266666
6818,b0c75cd885,2017-08-21T01:00:18.762916Z,12845.162715266666
6854,b0c75cd885,2017-08-21T01:00:18.762916Z,12485.712715266667
6865,b0c75cd885,2017-08-21T01:00:18.762916Z,9780.1460486
6864,b0c75cd885,2017-08-21T01:00:18.762916Z,9779.4960486
6863,b0c75cd885,2017-08-21T01:00:18.762916Z,9775.579381933332
6862,b0c75cd885,2017-08-21T01:00:18.762916Z,9774.512715266666
6813,b0c75cd885,2017-08-21T01:00:18.762916Z,9600.779381933333
6861,b0c75cd885,2017-08-21T01:00:18.762916Z,9455.462715266667
6859,b0c75cd885,2017-08-21T01:00:18.762916Z,9453.8460486
6869,b0c75cd885,2017-08-21T01:00:18.762916Z,9443.0460486
6821,b0c75cd885,2017-08-21T01:00:18.762916Z,9438.7460486
6736,b0c75cd885,2017-08-21T01:00:18.762916Z,9429.7460486
6870,b0c75cd885,2017-08-21T01:00:18.762916Z,9412.729381933334
6858,b0c75cd885,2017-08-21T01:00:18.762916Z,9266.862715266667
6850,b0c75cd885,2017-08-21T01:00:18.762916Z,8984.0960486
6880,b0c75cd885,2017-08-21T01:00:18.762916Z,8835.062715266666
6655,b0c75cd885,2017-08-21T01:00:18.762916Z,8516.962715266667
6781,b0c75cd885,2017-08-21T01:00:18.762916Z,8469.012715266666
6883,b0c75cd885,2017-08-21T01:00:18.762916Z,8396.9960486
6849,b0c75cd885,2017-08-21T01:00:18.762916Z,8360.2460486
6886,b0c75cd885,2017-08-21T01:00:18.762916Z,8316.562715266666
6879,b0c75cd885,2017-08-21T01:00:18.762916Z,8241.979381933334
6816,b0c75cd885,2017-08-21T01:00:18.762916Z,8204.729381933334
6867,b0c75cd885,2017-08-21T01:00:18.762916Z,8183.079381933333
6885,b0c75cd885,2017-08-21T01:00:18.762916Z,8115.812715266667
6894,b0c75cd885,2017-08-21T01:00:18.762916Z,7901.029381933333
6877,b0c75cd885,2017-08-21T01:00:18.762916Z,7841.779381933333
6895,b0c75cd885,2017-08-21T01:00:18.762916Z,7796.729381933333
6872,b0c75cd885,2017-08-21T01:00:18.762916Z,6712.4460486
6891,b0c75cd885,2017-08-21T01:00:18.762916Z,6686.629381933333
6893,b0c75cd885,2017-08-21T01:00:18.762916Z,6665.579381933333
6881,b0c75cd885,2017-08-21T01:00:18.762916Z,6593.312715266667
6910,b0c75cd885,2017-08-21T01:00:18.762916Z,6396.1960486
6871,b0c75cd885,2017-08-21T01:00:18.762916Z,6336.579381933333
6896,b0c75cd885,2017-08-21T01:00:18.762916Z,6300.979381933333
6584,b0c75cd885,2017-08-21T01:00:18.762916Z,6287.096048599999
6908,b0c75cd885,2017-08-21T01:00:18.762916Z,6266.712715266666
6750,b0c75cd885,2017-08-21T01:00:18.762916Z,6254.729381933333
6815,b0c75cd885,2017-08-21T01:00:18.762916Z,6154.4460486
6900,b0c75cd885,2017-08-21T01:00:18.762916Z,6046.9460486
6911,b0c75cd885,2017-08-21T01:00:18.762916Z,6004.546048599999
6601,b0c75cd885,2017-08-21T01:00:18.762916Z,5946.062715266667
6795,b0c75cd885,2017-08-21T01:00:18.762916Z,5937.462715266666
6907,b0c75cd885,2017-08-21T01:00:18.762916Z,5936.6460486
6882,b0c75cd885,2017-08-21T01:00:18.762916Z,5747.9460486
6888,b0c75cd885,2017-08-21T01:00:18.762916Z,5232.529381933333
6887,b0c75cd885,2017-08-21T01:00:18.762916Z,5172.329381933333
6801,b0c75cd885,2017-08-21T01:00:18.762916Z,5101.1960486
6794,b0c75cd885,2017-08-21T01:00:18.762916Z,5093.412715266666
6913,b0c75cd885,2017-08-21T01:00:18.762916Z,5086.012715266666
6919,b0c75cd885,2017-08-21T01:00:18.762916Z,5018.762715266666
6802,b0c75cd885,2017-08-21T01:00:18.762916Z,5010.079381933333
6660,b0c75cd885,2017-08-21T01:00:18.762916Z,5004.9460486
6909,b0c75cd885,2017-08-21T01:00:18.762916Z,4990.3960486
6920,b0c75cd885,2017-08-21T01:00:18.762916Z,4947.729381933333
6784,b0c75cd885,2017-08-21T01:00:18.762916Z,4751.129381933333
6927,b0c75cd885,2017-08-21T01:00:18.762916Z,4489.629381933333
6779,b0c75cd885,2017-08-21T01:00:18.762916Z,4281.679381933333
6889,b0c75cd885,2017-08-21T01:00:18.762916Z,4198.412715266667
6916,b0c75cd885,2017-08-21T01:00:18.762916Z,3823.2127152666667
6901,b0c75cd885,2017-08-21T01:00:18.762916Z,3800.3960486
6659,b0c75cd885,2017-08-21T01:00:18.762916Z,3473.1793819333334
6567,b0c75cd885,2017-08-21T01:00:18.762916Z,3434.4460486000003
6933,b0c75cd885,2017-08-21T01:00:18.762916Z,3424.6293819333337
6924,b0c75cd885,2017-08-21T01:00:18.762916Z,3405.4793819333336
6918,b0c75cd885,2017-08-21T01:00:18.762916Z,3285.1793819333334
6937,b0c75cd885,2017-08-21T01:00:18.762916Z,2360.862715266667
6923,e511e5e8af,2017-08-27T03:15:47.837214Z,9389.497286900001
6875,e511e5e8af,2017-08-27T03:15:47.837214Z,9387.430620233334
6943,e511e5e8af,2017-08-27T03:15:47.837214Z,9217.263953566668
6935,e511e5e8af,2017-08-27T03:15:47.837214Z,8477.430620233334
6946,e511e5e8af,2017-08-27T03:15:47.837214Z,8405.3972869
6947,e511e5e8af,2017-08-27T03:15:47.837214Z,8388.7972869
6892,e511e5e8af,2017-08-27T03:15:47.837214Z,8376.130620233333
6950,e511e5e8af,2017-08-27T03:15:47.837214Z,8363.3972869
6951,e511e5e8af,2017-08-27T03:15:47.837214Z,8362.130620233333
6948,e511e5e8af,2017-08-27T03:15:47.837214Z,8353.6972869
6953,e511e5e8af,2017-08-27T03:15:47.837214Z,8337.480620233333
6954,e511e5e8af,2017-08-27T03:15:47.837214Z,8315.9972869
6952,e511e5e8af,2017-08-27T03:15:47.837214Z,8314.930620233334
6955,e511e5e8af,2017-08-27T03:15:47.837214Z,8295.130620233333
6634,e511e5e8af,2017-08-27T03:15:47.837214Z,8251.513953566666
6874,e511e5e8af,2017-08-27T03:15:47.837214Z,8116.430620233334
6956,e511e5e8af,2017-08-27T03:15:47.837214Z,8070.063953566667
6957,e511e5e8af,2017-08-27T03:15:47.837214Z,7964.9639535666665
6938,e511e5e8af,2017-08-27T03:15:47.837214Z,7928.8972869
6906,e511e5e8af,2017-08-27T03:15:47.837214Z,7399.280620233333
6961,e511e5e8af,2017-08-27T03:15:47.837214Z,7390.830620233333
6958,e511e5e8af,2017-08-27T03:15:47.837214Z,7037.1306202333335
6959,e511e5e8af,2017-08-27T03:15:47.837214Z,6962.1472869
6964,e511e5e8af,2017-08-27T03:15:47.837214Z,6818.0972869
6949,e511e5e8af,2017-08-27T03:15:47.837214Z,6799.1306202333335
6789,e511e5e8af,2017-08-27T03:15:47.837214Z,6686.5972869
6785,e511e5e8af,2017-08-27T03:15:47.837214Z,6625.4972869
6966,e511e5e8af,2017-08-27T03:15:47.837214Z,6578.8972869
6734,e511e5e8af,2017-08-27T03:15:47.837214Z,6573.7972869
6967,e511e5e8af,2017-08-27T03:15:47.837214Z,6538.0972869
6968,e511e5e8af,2017-08-27T03:15:47.837214Z,6490.913953566666
6679,e511e5e8af,2017-08-27T03:15:47.837214Z,6226.5972869
6680,e511e5e8af,2017-08-27T03:15:47.837214Z,6224.6306202333335
6925,e511e5e8af,2017-08-27T03:15:47.837214Z,6194.5972869
6973,e511e5e8af,2017-08-27T03:15:47.837214Z,6065.6972869
6975,e511e5e8af,2017-08-27T03:15:47.837214Z,5745.263953566667
6903,e511e5e8af,2017-08-27T03:15:47.837214Z,5496.9639535666665
6979,e511e5e8af,2017-08-27T03:15:47.837214Z,5318.6972869
6965,e511e5e8af,2017-08-27T03:15:47.837214Z,5069.063953566667
6981,e511e5e8af,2017-08-27T03:15:47.837214Z,4971.363953566667
