PR,import_sha,import_time,latency
10522,89cb1eb15e0c4d121abb6c66c2b157206fd0a436,2018-05-17T23:05:16+00:00,569.5333333333333
10524,89cb1eb15e0c4d121abb6c66c2b157206fd0a436,2018-05-17T23:05:16+00:00,570.25
10525,380c427ff4f05f31dd8890d8496ff5e3f05e8cae,2018-11-28T07:42:02+00:00,1316.7166666666667
10527,702b529b999c7b3cb8724940898bb625ee2a0120,2018-04-18T23:04:33+00:00,114.58333333333333
10530,37490077e27e172f113f253dc9e63a988eab55b4,2018-04-19T11:44:30+00:00,84.01666666666667
10531,4eaac529d522ac81ebf2a0ef7e3769dc64018164,2018-04-20T11:32:39+00:00,159.45
10533,46f5ded3d2936bad3e224203305bf211e110e0ec,2018-04-19T15:53:36+00:00,149.35
10534,da4263f7ba145095b6ae138168a6d2d7ff0b8ff2,2018-04-21T02:27:46+00:00,391.25
10535,e553ba77f543458b582d0bb0fbfd20888b6769c8,2018-04-21T22:57:41+00:00,211.4
10536,0a848f2e71343f8429d4c6db08e2dd948a61cc2a,2018-04-20T14:25:45+00:00,319.18333333333334
10538,e553ba77f543458b582d0bb0fbfd20888b6769c8,2018-04-21T22:57:41+00:00,212.31666666666666
10539,ec2d4ae90a08738eb616bb2ab1c0fee5a551e0d6,2018-04-28T12:29:23+00:00,854.0833333333334
10540,95f7aa933737d58cebab52e13a2fdad035738da6,2018-04-25T06:40:15+00:00,901.3
10542,de678774081df1824a666fdc3b32f6c083575316,2018-04-23T15:35:10+00:00,141.58333333333334
10546,0a848f2e71343f8429d4c6db08e2dd948a61cc2a,2018-04-20T14:25:45+00:00,280.45
