PR,merge_sha,merge_date,run_sha,run_date,latency
23533,1afcb0f78c,2020-05-26T19:23:57+00:00,1afcb0f78c,2020-05-26T20:36:34.039438Z,72.61732396666666
23581,9ce780e6a0,2020-06-02T19:18:41+00:00,9ce780e6a0,2020-06-02T20:53:52.933777Z,95.19889628333334
23583,c620466be7,2020-06-04T23:07:24+00:00,c620466be7,2020-06-05T00:21:35.316658Z,74.18861096666666
23613,7810613a02,2020-06-03T23:56:43+00:00,7810613a02,2020-06-04T01:10:57.910733Z,74.24851221666667
23618,382868ff40,2020-05-27T18:40:03+00:00,382868ff40,2020-05-27T19:55:29.782507Z,75.44637511666666
23624,e7e5f03642,2020-06-02T19:59:34+00:00,41f4fd6d3d,2020-06-02T21:49:12.056187Z,109.63426978333334
23650,5a1e2ca402,2020-05-29T14:31:47+00:00,5a1e2ca402,2020-05-29T15:48:38.073079Z,76.85121798333333
23656,4e76cd0bf9,2020-06-09T16:13:01+00:00,4e76cd0bf9,2020-06-09T17:29:00.530866Z,75.9921811
23665,68c457ca82,2020-06-02T23:21:20+00:00,68c457ca82,2020-06-03T00:33:20.502271Z,72.00837118333334
23670,2eccf723ac,2020-06-11T21:16:29+00:00,2eccf723ac,2020-06-11T22:46:09.105343Z,89.66842238333334
23679,b373b0441b,2020-05-28T00:16:24+00:00,b373b0441b,2020-05-28T01:30:28.363718Z,74.07272863333333
23688,7e024a21d3,2020-05-25T20:45:42+00:00,7e024a21d3,2020-05-25T22:02:11.82861Z,76.49714349999999
23706,51e3a46a45,2020-06-01T20:36:01+00:00,51e3a46a45,2020-06-01T22:08:39.836673Z,92.64727788333333
23709,ab9402eb6a,2020-05-25T16:19:29+00:00,ab9402eb6a,2020-05-25T17:40:50.090034Z,81.35150056666666
23722,9ef19e4f9a,2020-05-28T21:37:22+00:00,8473fe9892,2020-05-28T23:05:10.394073Z,87.80656788333334
23730,cf70dd3319,2020-05-28T13:05:49+00:00,cf70dd3319,2020-05-28T14:16:39.326122Z,70.8387687
23731,2228dbdd37,2020-05-26T12:35:42+00:00,2228dbdd37,2020-05-26T13:49:57.457376Z,74.25762293333334
23735,0d155d5c68,2020-05-26T18:20:23+00:00,0d155d5c68,2020-05-26T19:34:45.842193Z,74.38070321666667
23737,0c3277d641,2020-05-28T17:18:46+00:00,0c3277d641,2020-05-28T18:30:54.776865Z,72.14628108333334
23739,8fd32a0f7c,2020-05-30T02:38:08+00:00,8fd32a0f7c,2020-05-30T03:50:52.593512Z,72.74322520000001
23742,e2580a2e8f,2020-06-01T14:31:45+00:00,e2580a2e8f,2020-06-01T15:42:51.3525Z,71.105875
23745,f11097eac7,2020-05-25T19:33:37+00:00,f11097eac7,2020-05-25T20:49:36.215089Z,75.98691815000001
23747,a3caa62f4d,2020-06-26T00:11:48+00:00,a3caa62f4d,2020-06-26T01:23:46.892652Z,71.9815442
